libelle;libelle_plaquette;libelle_ampoule;libelle_flacon;libelle_tube;libelle_stylo;libelle_seringue;libelle_pilulier;libelle_sachet;libelle_comprime;libelle_gelule;libelle_film;libelle_poche;libelle_capsule;nb_plaquette;nb_ampoule;nb_flacon;nb_tube;nb_stylo;nb_seringue;nb_pilulier;nb_sachet;nb_comprime;nb_gelule;nb_film;nb_poche;nb_capsule;nb_ml;statut;etat commerc;agrement col;tx rembours;forme pharma;voies admin;statut admin;date declar annee;date amm annee;type proc;titulaires;substances;prix
plaquette(s) thermoformée(s) PVC-Aluminium polyamide aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;oui;65%;comprimé gastro-résistant(e);orale;Autorisation active;2015;2011;Procédure nationale; TEVA SANTE;RABÉPRAZOLE SODIQUE;8.14
plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2000;2000;Procédure de reconnaissance mutuelle; MEDA PHARMA (FRANCE);BISOPROLOL (FUMARATE ACIDE DE);2.54
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2006;2004;Procédure nationale; TEVA SANTE;CHLORHYDRATE DE QUINAPRIL, QUINAPRIL BASE;5.91
10 seringue(s) préremplie(s) en verre de 0,3 ml avec aiguille(s) acier avec système de sécurité Needle-Trap;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0.3;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;sous-cutanée;Autorisation active;2010;2010;Procédure nationale; PFIZER HOLDING FRANCE;DALTÉPARINE SODIQUE ;61.72
1 flacon(s) en verre brun de 150 ml avec cuillère-mesure polystyrène;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;150;Présentation active;Déclaration de commercialisation;oui;65%;sirop;orale;Autorisation active;1949;1997;Procédure nationale; SANOFI AVENTIS FRANCE;SULFATE DE CHLOROQUINE, CHLOROQUINE;8.06
plaquette(s) PVC-Aluminium de 20 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2013;2012;Procédure nationale; TEVA SANTE;ACIDE URSODÉSOXYCHOLIQUE;7.82
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation abrogée;2015;2011;Procédure décentralisée; ABDI FARMA (PORTUGAL);VALSARTAN;6.36
plaquette(s) thermoformée(s) PVC-aluminium de 16 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;1998;1992;Procédure nationale; MYLAN SAS;PARACÉTAMOL;1.08
plaquette(s) thermoformée(s) PVC-Aluminium de 30  gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;2003;1997;Procédure nationale; TEVA SANTE;CHLORHYDRATE DE VÉRAPAMIL;5.41
flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule gastro-résistant(e);orale;Autorisation active;2015;2005;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;OMÉPRAZOLE;7.21
plaquette(s) PVC polyéthylène PVDC aluminium de 28 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;gélule à libération prolongée;orale;Autorisation active;2013;2013;Procédure décentralisée; EG LABO - LABORATOIRES EUROGENERICS;BROMHYDRATE DE GALANTAMINE;30.28
plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé sécable;orale;Autorisation active;2011;2011;Procédure nationale; BIOGARAN;DICHLORHYDRATE DE CÉTIRIZINE;2.12
plaquette(s) thermoformée(s) PVDC PVC aluminium ou aluminium-ACLAR de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2011;1999;Procédure de reconnaissance mutuelle; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;ZOFÉNOPRIL, ZOFÉNOPRIL CALCIQUE;9.62
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2013;2012;Autorisation d'importation parallèle; BB FARMA (ITALIE);GABAPENTINE;29.4
1 tube(s) aluminium de 10 g;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;crème;cutanée;Autorisation active;2004;2004;Procédure nationale; ZYDUS FRANCE;ACICLOVIR;6.4
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2013;2007;Procédure centralisée; SANOFI-AVENTIS GROUPE;HYDROCHLOROTHIAZIDE, IRBÉSARTAN;6.36
plaquette(s) thermoformée(s) PVC-aluminium de 28  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1997;1992;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;ATÉNOLOL;4.72
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2011;2009;Procédure décentralisée; TEVA SANTE;VALSARTAN;6.36
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2011;2007;Procédure de reconnaissance mutuelle; TEVA SANTE;GLIMÉPIRIDE;11.83
1 ampoule(s) en verre de 1 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intramusculaire,intraveineuse;Autorisation active;2012;1984;Procédure nationale; PANPHARMA;GENTAMICINE (SULFATE DE), GENTAMICINE;0.81
plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2012;1998;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;METFORMINE BASE, CHLORHYDRATE DE METFORMINE;1.6
plaquette(s) thermoformée(s) PVC aluminium polyamide de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2010;2008;Procédure nationale; TEVA SANTE;CHLORHYDRATE DE BÉNAZÉPRIL;6.36
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 7 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2011;2010;Procédure de reconnaissance mutuelle; BIOGARAN;ÉSOMÉPRAZOLE, ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ;1.66
plaquette(s) thermoformée(s) PVC PVDC aluminium de 56 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2008;2008;Procédure centralisée; UCB PHARMA BELGIQUE;LACOSAMIDE;86.8
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;100%;comprimé pelliculé;orale;Autorisation abrogée;2013;2008;Procédure nationale; SANDOZ;BICALUTAMIDE;53.92
plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;gélule;orale;Autorisation active;2015;2011;Procédure de reconnaissance mutuelle; SANDOZ;ITRACONAZOLE;35.1
plaquette(s) thermoformée(s) PVC-aluminium PVDC de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1999;1998;Procédure nationale; MYLAN SAS;GLIPIZIDE;3.08
plaquette(s) thermoformée(s) aluminium PVC PVDC de 25 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;gélule;orale;Autorisation active;2001;1979;Procédure nationale; PROSTRAKAN PHARMA;ALTRÉTAMINE;20.2
36 récipient(s) unidose(s) polyéthylène de 0,4 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;Présentation active;Déclaration de commercialisation;oui;30%;collyre;ophtalmique;Autorisation active;2002;1991;Procédure nationale; THEA;ACIDE N-ACÉTYL ASPARTYL GLUTAMIQUE (SEL DE SODIUM);4.02
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé quadrisécable;orale;Autorisation active;2011;2009;Procédure nationale; CRISTERS;NÉBIVOLOL BASE, CHLORHYDRATE DE NÉBIVOLOL;17.14
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2007;2007;Procédure nationale; BIOGARAN;RISPÉRIDONE;29.09
plaquette(s) polychlortrifluoroéthylène PVC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2005;2003;Procédure de reconnaissance mutuelle; MERCK SHARP & DOHME (GRANDE BRETAGNE);ÉZÉTIMIBE;40.19
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s) (distributeur parallèle : BB Farma);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2013;1998;Procédure centralisée; NOVO NORDISK (DANEMARK);RÉPAGLINIDE;11.58
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2012;2005;Procédure de reconnaissance mutuelle; EVOLUPHARM;PRAVASTATINE SODIQUE;5.2
1 ampoule(s) en verre de 1 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intramusculaire;Autorisation active;1985;1983;Procédure nationale; LUNDBECK SAS;FLUPENTIXOL (DÉCANOATE DE);6.59
plaquette(s) thermoformée(s) PVC-Aluminium de 7 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;sublinguale;Autorisation active;2010;2008;Procédure nationale; TEVA SANTE;BUPRÉNORPHINE, CHLORHYDRATE DE BUPRÉNORPHINE;2.27
1 tube(s) aluminium verni de 10 g;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;crème;cutanée;Autorisation active;1964;1997;Procédure nationale; GLAXOSMITHKLINE;BÉTAMÉTHASONE, VALÉRATE DE BÉTAMÉTHASONE;1.24
plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;30%;comprimé;orale;Autorisation active;2014;2008;Procédure nationale; RATIOPHARM (ALLEMAGNE);DICHLORHYDRATE DE BÉTAHISTINE;6.2
flacon(s) polyéthylène de 90 comprimé(s);0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2015;2009;Procédure nationale; BIOGARAN;VALSARTAN;18.63
plaquette(s) formée(s) à froid aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé à libération prolongée;orale;Autorisation abrogée;2014;2009;Procédure nationale; ACTAVIS GROUP PTC (ISLANDE);FLUVASTATINE SODIQUE, FLUVASTATINE BASE;12.11
plaquette(s) thermoformée(s) polyamide PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2015;2014;Autorisation d'importation parallèle; INTER TRADE PHARMA (ROYAUME UNI);MONTÉLUKAST SODIQUE, MONTÉLUKAST ACIDE;22.12
plaquette(s) thermoformée(s) PVC aluminium de 28 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;2006;1997;Procédure nationale; SANDOZ;CHLORHYDRATE DE DILTIAZEM;4.4
pilulier(s) polypropylène de 30 comprimé(s);0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2014;2014;Procédure nationale; BIOGARAN;PÉRINDOPRIL, PÉRINDOPRIL ARGININE;6.36
plaquette(s) thermoformée(s) aluminium PVC PVDC de 6 comprimé(s) ( abrogée le 29/12/2011);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;Présentation abrogée;Déclaration de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2006;2006;Procédure nationale; TEVA SANTE;AZITHROMYCINE ANHYDRE, AZITHROMYCINE DIHYDRATÉE;8.92
3 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2002;2002;Procédure nationale; LABORATOIRE CCD;ACIDE FOLIQUE;2.74
plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 8 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé;orale;Autorisation active;2015;2006;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;CÉFUROXIME, CÉFUROXIME AXÉTIL;8.02
plaquette(s) thermoformée(s) PVC PVDC aluminium de 112 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation abrogée;2013;2009;Procédure nationale; TEVA SANTE;CHLORHYDRATE DE VALACICLOVIR, VALACICLOVIR;102.8
plaquette(s) thermoformée(s) PVC-Aluminium de 120 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2014;2014;Procédure nationale; ARROW GENERIQUES;BROMAZÉPAM;1.71
plaquette(s) thermoformée(s) PVC-aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2001;2000;Procédure centralisée; UCB PHARMA BELGIQUE;LÉVÉTIRACÉTAM;44.47
plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2011;2010;Procédure nationale; TEVA SANTE;AMLODIPINE, BÉSILATE D'AMLODIPINE;13.45
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé quadrisécable;orale;Autorisation abrogée;2011;2009;Procédure décentralisée; QUALIMED (LYON);NÉBIVOLOL BASE, CHLORHYDRATE DE NÉBIVOLOL;6.1
plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2008;2008;Procédure nationale; BIOGARAN;CLARITHROMYCINE;13.44
plaquette(s) thermoformée(s) PVC aluminium de 14  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;comprimé pelliculé sécable;orale;Autorisation active;2000;1987;Procédure nationale; SANOFI AVENTIS FRANCE;ZOLPIDEM (TARTRATE DE);2.2
plaquette(s) thermoformée(s) aluminium de 8  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2005;1987;Procédure nationale; SAINT GERMAIN;CÉFUROXIME AXÉTIL, CÉFUROXIME;4.69
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé gastro-résistant(e);orale;Autorisation active;2012;2009;Procédure de reconnaissance mutuelle; KRKA (SLOVENIE);PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ, PANTOPRAZOLE;7.21
1 seringue(s) préremplie(s) en verre de 0,3 ml avec aiguille(s);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.3;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intraveineuse,sous-cutanée;Autorisation active;2008;2007;Procédure centralisée; ROCHE REGISTRATION;MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA ;260.8
plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé enrobé;orale;Autorisation active;2009;1999;Procédure nationale; SANDOZ;CHLORHYDRATE D'ACÉBUTOLOL, ACÉBUTOLOL BASE;11.32
plaquette(s) thermoformée(s) polypropylène aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé osmotique pelliculé à libération prolongée;orale;Autorisation active;2002;1993;Procédure nationale; BAYER HEALTHCARE;NIFÉDIPINE;7.91
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2012;Procédure décentralisée; SANDOZ;RALOXIFÈNE BASE, CHLORHYDRATE DE RALOXIFÈNE;13.4
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2006;Procédure nationale; BIOGARAN;RAMIPRIL;11.46
60 plaquette(s) thermoformée(s) PVC-Aluminium de 1 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;60;0;0;0;0;0;0;0;1;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2011;Procédure centralisée; ACCORD HEALTHCARE (ROYAUME UNI);LÉVÉTIRACÉTAM;65.24
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2009;Procédure nationale; ZYDUS FRANCE;IRBÉSARTAN;6.36
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2010;2009;Procédure nationale; SANOFI AVENTIS FRANCE;PÉRINDOPRIL, PÉRINDOPRIL TERT-BUTYLAMINE;6.36
1 cartouche(s) polystyrène polypropylène de 60 doses avec inhalateur(s);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour inhalation;inhalée;Autorisation active;2007;2006;Procédure de reconnaissance mutuelle; MEDA PHARMA (FRANCE);FUMARATE DE FORMOTÉROL DIHYDRATÉ;21.97
plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé gastro-résistant(e);orale;Autorisation active;2014;2013;Procédure nationale; MYLAN SAS;RABÉPRAZOLE SODIQUE, RABÉPRAZOLE BASE;8.14
1 flacon(s) polyéthylène de 10 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;Présentation active;Déclaration de commercialisation;oui;30%;collyre en solution;ophtalmique;Autorisation active;1998;1997;Procédure nationale; LABORATOIRE CHAUVIN;SULFATE DE POLYMYXINE B, SULFATE DE NÉOMYCINE;1.93
1 ampoule(s) de 1 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;solution injectable;intramusculaire,intraveineuse;Autorisation archivée;2011;1982;Procédure nationale; MSD FRANCE;GENTAMICINE, GENTAMICINE (SULFATE DE);0.81
plaquette(s) thermoformée(s) PVC-aluminium de 4 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2000;1999;Procédure nationale; PFIZER HOLDING FRANCE;AZITHROMYCINE ANHYDRE, AZITHROMYCINE DIHYDRATÉE;7.34
pilulier(s) polypropylène de 30 comprimé(s);0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2010;2009;Autorisation d'importation parallèle; PHARMA LAB;PÉRINDOPRIL, PÉRINDOPRIL ARGININE;6.02
